Trial,Temperature,Speed,Distance,Pressure,Efficiency
369,75.0,145.0,5.0,6.0,0.0
370,75.0,145.0,5.0,7.0,0.0
371,75.0,145.0,5.0,8.0,0.0
372,75.0,145.0,5.0,9.0,0.0
373,75.0,145.0,5.0,10.0,0.0
374,80.0,145.0,5.0,0.0,0.0
375,80.0,145.0,5.0,1.0,0.0
376,80.0,145.0,5.0,2.0,0.0
377,80.0,145.0,5.0,3.0,0.0
378,80.0,145.0,5.0,4.0,0.0
379,80.0,145.0,5.0,5.0,0.0
380,80.0,145.0,5.0,6.0,0.0
381,80.0,145.0,5.0,7.0,0.0
382,80.0,145.0,5.0,8.0,0.0
383,80.0,145.0,5.0,9.0,0.0
384,80.0,145.0,5.0,10.0,0.0
385,50.0,150.0,5.0,0.0,0.0
386,50.0,150.0,5.0,1.0,0.0
387,50.0,150.0,5.0,2.0,0.0
388,50.0,150.0,5.0,3.0,0.0
389,50.0,150.0,5.0,4.0,0.0
390,50.0,150.0,5.0,5.0,0.0
391,50.0,150.0,5.0,6.0,0.0
392,50.0,150.0,5.0,7.0,0.0
393,50.0,150.0,5.0,8.0,0.0
394,50.0,150.0,5.0,9.0,0.0
395,50.0,150.0,5.0,10.0,0.0
396,55.0,150.0,5.0,0.0,0.0
397,55.0,150.0,5.0,1.0,0.0
398,55.0,150.0,5.0,2.0,0.0
399,55.0,150.0,5.0,3.0,0.0
400,55.0,150.0,5.0,4.0,0.0
401,55.0,150.0,5.0,5.0,0.0
402,55.0,150.0,5.0,6.0,0.0
403,55.0,150.0,5.0,7.0,0.0
404,55.0,150.0,5.0,8.0,0.0
405,55.0,150.0,5.0,9.0,0.0
406,55.0,150.0,5.0,10.0,0.0
407,60.0,150.0,5.0,0.0,0.0
408,60.0,150.0,5.0,1.0,0.0
409,60.0,150.0,5.0,2.0,0.0
410,60.0,150.0,5.0,3.0,0.0
411,60.0,150.0,5.0,4.0,0.0
412,60.0,150.0,5.0,5.0,0.0
413,60.0,150.0,5.0,6.0,0.0
414,60.0,150.0,5.0,7.0,0.0
415,60.0,150.0,5.0,8.0,0.0
416,60.0,150.0,5.0,9.0,0.0
417,60.0,150.0,5.0,10.0,0.0
418,65.0,150.0,5.0,0.0,0.0
419,65.0,150.0,5.0,1.0,0.0
420,65.0,150.0,5.0,2.0,0.0
421,65.0,150.0,5.0,3.0,0.0
422,65.0,150.0,5.0,4.0,0.0
423,65.0,150.0,5.0,5.0,0.0
424,65.0,150.0,5.0,6.0,0.0
425,65.0,150.0,5.0,7.0,0.0
426,65.0,150.0,5.0,8.0,0.0
427,65.0,150.0,5.0,9.0,0.0
428,65.0,150.0,5.0,10.0,0.0
429,70.0,150.0,5.0,0.0,0.0
430,70.0,150.0,5.0,1.0,0.0
431,70.0,150.0,5.0,2.0,0.0
432,70.0,150.0,5.0,3.0,0.0
433,70.0,150.0,5.0,4.0,0.0
434,70.0,150.0,5.0,5.0,0.0
435,70.0,150.0,5.0,6.0,0.0
436,70.0,150.0,5.0,7.0,0.0
437,70.0,150.0,5.0,8.0,0.0
438,70.0,150.0,5.0,9.0,0.0
439,70.0,150.0,5.0,10.0,0.0
440,75.0,150.0,5.0,0.0,0.0
441,75.0,150.0,5.0,1.0,0.0
442,75.0,150.0,5.0,2.0,0.0
443,75.0,150.0,5.0,3.0,0.0
444,75.0,150.0,5.0,4.0,0.0
445,75.0,150.0,5.0,5.0,0.0
446,75.0,150.0,5.0,6.0,0.0
447,75.0,150.0,5.0,7.0,0.0
448,75.0,150.0,5.0,8.0,0.0
449,75.0,150.0,5.0,9.0,0.0
450,75.0,150.0,5.0,10.0,0.0
451,80.0,150.0,5.0,0.0,0.0
452,80.0,150.0,5.0,1.0,0.0
453,80.0,150.0,5.0,2.0,0.0
454,80.0,150.0,5.0,3.0,0.0
455,80.0,150.0,5.0,4.0,0.0
456,80.0,150.0,5.0,5.0,0.0
457,80.0,150.0,5.0,6.0,0.0
458,80.0,150.0,5.0,7.0,0.0
459,80.0,150.0,5.0,8.0,0.0
460,80.0,150.0,5.0,9.0,0.0
461,80.0,150.0,5.0,10.0,0.0
462,50.0,155.0,5.0,0.0,0.0
463,50.0,155.0,5.0,1.0,0.0
464,50.0,155.0,5.0,2.0,0.0
465,50.0,155.0,5.0,3.0,0.0
466,50.0,155.0,5.0,4.0,0.0
467,50.0,155.0,5.0,5.0,0.0
468,50.0,155.0,5.0,6.0,0.0
469,50.0,155.0,5.0,7.0,0.0
470,50.0,155.0,5.0,8.0,0.0
471,50.0,155.0,5.0,9.0,0.0
472,50.0,155.0,5.0,10.0,0.0
473,55.0,155.0,5.0,0.0,0.0
474,55.0,155.0,5.0,1.0,0.0
475,55.0,155.0,5.0,2.0,0.0
476,55.0,155.0,5.0,3.0,0.0
477,55.0,155.0,5.0,4.0,0.0
478,55.0,155.0,5.0,5.0,0.0
479,55.0,155.0,5.0,6.0,0.0
480,55.0,155.0,5.0,7.0,0.0
481,55.0,155.0,5.0,8.0,0.0
482,55.0,155.0,5.0,9.0,0.0
483,55.0,155.0,5.0,10.0,0.0
484,60.0,155.0,5.0,0.0,0.0
485,60.0,155.0,5.0,1.0,0.0
486,60.0,155.0,5.0,2.0,0.0
487,60.0,155.0,5.0,3.0,0.0
488,60.0,155.0,5.0,4.0,0.0
489,60.0,155.0,5.0,5.0,0.0
490,60.0,155.0,5.0,6.0,0.0
491,60.0,155.0,5.0,7.0,0.0
492,60.0,155.0,5.0,8.0,0.0
493,60.0,155.0,5.0,9.0,0.0
494,60.0,155.0,5.0,10.0,0.0
495,65.0,155.0,5.0,0.0,0.0
496,65.0,155.0,5.0,1.0,0.0
497,65.0,155.0,5.0,2.0,0.0
498,65.0,155.0,5.0,3.0,0.0
499,65.0,155.0,5.0,4.0,0.0
500,65.0,155.0,5.0,5.0,0.0
501,65.0,155.0,5.0,6.0,0.0
502,65.0,155.0,5.0,7.0,0.0
503,65.0,155.0,5.0,8.0,0.0
504,65.0,155.0,5.0,9.0,0.0
505,65.0,155.0,5.0,10.0,0.0
506,70.0,155.0,5.0,0.0,0.0
507,70.0,155.0,5.0,1.0,0.0
508,70.0,155.0,5.0,2.0,0.0
509,70.0,155.0,5.0,3.0,0.0
510,70.0,155.0,5.0,4.0,0.0
511,70.0,155.0,5.0,5.0,0.0
512,70.0,155.0,5.0,6.0,0.0
513,70.0,155.0,5.0,7.0,0.0
514,70.0,155.0,5.0,8.0,0.0
515,70.0,155.0,5.0,9.0,0.0
516,70.0,155.0,5.0,10.0,0.0
517,75.0,155.0,5.0,0.0,0.0
518,75.0,155.0,5.0,1.0,0.0
519,75.0,155.0,5.0,2.0,0.0
520,75.0,155.0,5.0,3.0,0.0
521,75.0,155.0,5.0,4.0,0.0
522,75.0,155.0,5.0,5.0,0.0
523,75.0,155.0,5.0,6.0,0.0
524,75.0,155.0,5.0,7.0,0.0
525,75.0,155.0,5.0,8.0,0.0
526,75.0,155.0,5.0,9.0,0.0
527,75.0,155.0,5.0,10.0,0.0
528,80.0,155.0,5.0,0.0,0.0
529,80.0,155.0,5.0,1.0,0.0
530,80.0,155.0,5.0,2.0,0.0
531,80.0,155.0,5.0,3.0,0.0
532,80.0,155.0,5.0,4.0,0.0
533,80.0,155.0,5.0,5.0,0.0
534,80.0,155.0,5.0,6.0,0.0
535,80.0,155.0,5.0,7.0,0.0
536,80.0,155.0,5.0,8.0,0.0
537,80.0,155.0,5.0,9.0,0.0
538,80.0,155.0,5.0,10.0,0.0
539,50.0,160.0,5.0,0.0,0.0
540,50.0,160.0,5.0,1.0,0.0
541,50.0,160.0,5.0,2.0,0.0
542,50.0,160.0,5.0,3.0,0.0
543,50.0,160.0,5.0,4.0,0.0
544,50.0,160.0,5.0,5.0,0.0
545,50.0,160.0,5.0,6.0,0.0
546,50.0,160.0,5.0,7.0,0.0
547,50.0,160.0,5.0,8.0,0.0
548,50.0,160.0,5.0,9.0,0.0
549,50.0,160.0,5.0,10.0,0.0
550,55.0,160.0,5.0,0.0,0.0
551,55.0,160.0,5.0,1.0,0.0
552,55.0,160.0,5.0,2.0,0.0
553,55.0,160.0,5.0,3.0,0.0
554,55.0,160.0,5.0,4.0,0.0
555,55.0,160.0,5.0,5.0,0.0
556,55.0,160.0,5.0,6.0,0.0
557,55.0,160.0,5.0,7.0,0.0
558,55.0,160.0,5.0,8.0,0.0
559,55.0,160.0,5.0,9.0,0.0
560,55.0,160.0,5.0,10.0,0.0
561,60.0,160.0,5.0,0.0,0.0
562,60.0,160.0,5.0,1.0,0.0
563,60.0,160.0,5.0,2.0,0.0
564,60.0,160.0,5.0,3.0,0.0
565,60.0,160.0,5.0,4.0,0.0
566,60.0,160.0,5.0,5.0,0.0
567,60.0,160.0,5.0,6.0,0.0
568,60.0,160.0,5.0,7.0,0.0
569,60.0,160.0,5.0,8.0,0.0
570,60.0,160.0,5.0,9.0,0.0
571,60.0,160.0,5.0,10.0,0.0
572,65.0,160.0,5.0,0.0,0.0
573,65.0,160.0,5.0,1.0,0.0
574,65.0,160.0,5.0,2.0,0.0
575,65.0,160.0,5.0,3.0,0.0
576,65.0,160.0,5.0,4.0,0.0
577,65.0,160.0,5.0,5.0,0.0
578,65.0,160.0,5.0,6.0,0.0
579,65.0,160.0,5.0,7.0,0.0
580,65.0,160.0,5.0,8.0,0.0
581,65.0,160.0,5.0,9.0,0.0
582,65.0,160.0,5.0,10.0,0.0
583,70.0,160.0,5.0,0.0,0.0
584,70.0,160.0,5.0,1.0,0.0
585,70.0,160.0,5.0,2.0,0.0
586,70.0,160.0,5.0,3.0,0.0
587,70.0,160.0,5.0,4.0,0.0
588,70.0,160.0,5.0,5.0,0.0
589,70.0,160.0,5.0,6.0,0.0
590,70.0,160.0,5.0,7.0,0.0
591,70.0,160.0,5.0,8.0,0.0
592,70.0,160.0,5.0,9.0,0.0
593,70.0,160.0,5.0,10.0,0.0
594,75.0,160.0,5.0,0.0,0.0
595,75.0,160.0,5.0,1.0,0.0
596,75.0,160.0,5.0,2.0,0.0
597,75.0,160.0,5.0,3.0,0.0
598,75.0,160.0,5.0,4.0,0.0
599,75.0,160.0,5.0,5.0,0.0
600,75.0,160.0,5.0,6.0,0.0
601,75.0,160.0,5.0,7.0,0.0
602,75.0,160.0,5.0,8.0,0.0
603,75.0,160.0,5.0,9.0,0.0
604,75.0,160.0,5.0,10.0,0.0
605,80.0,160.0,5.0,0.0,0.0
606,80.0,160.0,5.0,1.0,0.0
607,80.0,160.0,5.0,2.0,0.0
608,80.0,160.0,5.0,3.0,0.0
609,80.0,160.0,5.0,4.0,0.0
610,80.0,160.0,5.0,5.0,0.0
611,80.0,160.0,5.0,6.0,0.0
612,80.0,160.0,5.0,7.0,0.0
613,80.0,160.0,5.0,8.0,0.0
614,80.0,160.0,5.0,9.0,0.0
615,80.0,160.0,5.0,10.0,0.0
616,50.0,165.0,5.0,0.0,0.0
617,50.0,165.0,5.0,1.0,0.0
618,50.0,165.0,5.0,2.0,0.0
619,50.0,165.0,5.0,3.0,0.0
620,50.0,165.0,5.0,4.0,0.0
621,50.0,165.0,5.0,5.0,0.0
622,50.0,165.0,5.0,6.0,0.0
623,50.0,165.0,5.0,7.0,0.0
624,50.0,165.0,5.0,8.0,0.0
625,50.0,165.0,5.0,9.0,0.0
626,50.0,165.0,5.0,10.0,0.0
627,55.0,165.0,5.0,0.0,0.0
628,55.0,165.0,5.0,1.0,0.0
629,55.0,165.0,5.0,2.0,0.0
630,55.0,165.0,5.0,3.0,0.0
631,55.0,165.0,5.0,4.0,0.0
632,55.0,165.0,5.0,5.0,0.0
