Temperature,Speed,Distance,Pressure,Efficiency
233,50,130,6,2,0.0
234,50,130,6,3,0.0
235,50,130,6,4,0.0
236,50,130,6,5,0.0
237,50,130,6,6,0.0
238,50,130,6,7,0.0
239,50,130,6,8,0.0
240,50,130,6,9,0.0
241,50,130,6,10,0.0
242,50,130,7,0,0.0
243,50,130,7,1,0.0
244,50,130,7,2,0.0
245,50,130,7,3,0.0
246,50,130,7,4,0.0
247,50,130,7,5,0.0
248,50,130,7,6,0.0
249,50,130,7,7,0.0
250,50,130,7,8,0.0
251,50,130,7,9,0.0
252,50,130,7,10,0.0
253,50,130,8,0,0.0
254,50,130,8,1,0.0
255,50,130,8,2,0.0
256,50,130,8,3,0.0
257,50,130,8,4,0.0
258,50,130,8,5,0.0
259,50,130,8,6,0.0
260,50,130,8,7,0.0
261,50,130,8,8,0.0
262,50,130,8,9,0.0
263,50,130,8,10,0.0
264,50,131,5,0,0.0
265,50,131,5,1,0.0
266,50,131,5,2,0.0
267,50,131,5,3,0.0
268,50,131,5,4,0.0
269,50,131,5,5,0.0
270,50,131,5,6,0.0
271,50,131,5,7,0.0
272,50,131,5,8,0.0
273,50,131,5,9,0.0
274,50,131,5,10,0.0
275,50,131,6,0,0.0
276,50,131,6,1,0.0
277,50,131,6,2,0.0
278,50,131,6,3,0.0
279,50,131,6,4,0.0
280,50,131,6,5,0.0
281,50,131,6,6,0.0
282,50,131,6,7,0.0
283,50,131,6,8,0.0
284,50,131,6,9,0.0
285,50,131,6,10,0.0
286,50,131,7,0,0.0
287,50,131,7,1,0.0
288,50,131,7,2,0.0
289,50,131,7,3,0.0
290,50,131,7,4,0.0
291,50,131,7,5,0.0
292,50,131,7,6,0.0
293,50,131,7,7,0.0
294,50,131,7,8,0.0
295,50,131,7,9,0.0
296,50,131,7,10,0.0
297,50,131,8,0,0.0
298,50,131,8,1,0.0
299,50,131,8,2,0.0
300,50,131,8,3,0.0
301,50,131,8,4,0.0
302,50,131,8,5,0.0
303,50,131,8,6,0.0
304,50,131,8,7,0.0
305,50,131,8,8,0.0
306,50,131,8,9,0.0
307,50,131,8,10,0.0
308,50,132,5,0,0.0
309,50,132,5,1,0.0
310,50,132,5,2,0.0
311,50,132,5,3,0.0
312,50,132,5,4,0.0
313,50,132,5,5,0.0
314,50,132,5,6,0.0
315,50,132,5,7,0.0
316,50,132,5,8,0.0
317,50,132,5,9,0.0
318,50,132,5,10,0.0
319,50,132,6,0,0.0
320,50,132,6,1,0.0
321,50,132,6,2,0.0
322,50,132,6,3,0.0
323,50,132,6,4,0.0
324,50,132,6,5,0.0
325,50,132,6,6,0.0
326,50,132,6,7,0.0
327,50,132,6,8,0.0
328,50,132,6,9,0.0
329,50,132,6,10,0.0
330,50,132,7,0,0.0
331,50,132,7,1,0.0
332,50,132,7,2,0.0
333,50,132,7,3,0.0
334,50,132,7,4,0.0
335,50,132,7,5,0.0
336,50,132,7,6,0.0
337,50,132,7,7,0.0
338,50,132,7,8,0.0
339,50,132,7,9,0.0
340,50,132,7,10,0.0
341,50,132,8,0,0.0
342,50,132,8,1,0.0
343,50,132,8,2,0.0
344,50,132,8,3,0.0
345,50,132,8,4,0.0
346,50,132,8,5,0.0
347,50,132,8,6,0.0
348,50,132,8,7,0.0
349,50,132,8,8,0.0
350,50,132,8,9,0.0
351,50,132,8,10,0.0
352,50,133,5,0,0.0
353,50,133,5,1,0.0
354,50,133,5,2,0.0
355,50,133,5,3,0.0
356,50,133,5,4,0.0
357,50,133,5,5,0.0
358,50,133,5,6,0.0
359,50,133,5,7,0.0
360,50,133,5,8,0.0
361,50,133,5,9,0.0
362,50,133,5,10,0.0
363,50,133,6,0,0.0
364,50,133,6,1,0.0
365,50,133,6,2,0.0
366,50,133,6,3,0.0
367,50,133,6,4,0.0
368,50,133,6,5,0.0
369,50,133,6,6,0.0
370,50,133,6,7,0.0
371,50,133,6,8,0.0
372,50,133,6,9,0.0
373,50,133,6,10,0.0
374,50,133,7,0,0.0
375,50,133,7,1,0.0
376,50,133,7,2,0.0
377,50,133,7,3,0.0
378,50,133,7,4,0.0
379,50,133,7,5,0.0
380,50,133,7,6,0.0
381,50,133,7,7,0.0
382,50,133,7,8,0.0
383,50,133,7,9,0.0
384,50,133,7,10,0.0
385,50,133,8,0,0.0
386,50,133,8,1,0.0
387,50,133,8,2,0.0
388,50,133,8,3,0.0
389,50,133,8,4,0.0
390,50,133,8,5,0.0
391,50,133,8,6,0.0
392,50,133,8,7,0.0
393,50,133,8,8,0.0
394,50,133,8,9,0.0
395,50,133,8,10,0.0
396,50,134,5,0,0.0
397,50,134,5,1,0.0
398,50,134,5,2,0.0
399,50,134,5,3,0.0
400,50,134,5,4,0.0
401,50,134,5,5,0.0
402,50,134,5,6,0.0
403,50,134,5,7,0.0
404,50,134,5,8,0.0
405,50,134,5,9,0.0
406,50,134,5,10,0.0
407,50,134,6,0,0.0
408,50,134,6,1,0.0
409,50,134,6,2,0.0
410,50,134,6,3,0.0
411,50,134,6,4,0.0
412,50,134,6,5,0.0
413,50,134,6,6,0.0
414,50,134,6,7,0.0
415,50,134,6,8,0.0
416,50,134,6,9,0.0
417,50,134,6,10,0.0
418,50,134,7,0,0.0
419,50,134,7,1,0.0
420,50,134,7,2,0.0
421,50,134,7,3,0.0
422,50,134,7,4,0.0
423,50,134,7,5,0.0
424,50,134,7,6,0.0
425,50,134,7,7,0.0
426,50,134,7,8,0.0
427,50,134,7,9,0.0
428,50,134,7,10,0.0
429,50,134,8,0,0.0
430,50,134,8,1,0.0
431,50,134,8,2,0.0
432,50,134,8,3,0.0
433,50,134,8,4,0.0
434,50,134,8,5,0.0
435,50,134,8,6,0.0
436,50,134,8,7,0.0
437,50,134,8,8,0.0
438,50,134,8,9,0.0
439,50,134,8,10,0.0
440,50,135,5,0,0.0
441,50,135,5,1,0.0
442,50,135,5,2,0.0
443,50,135,5,3,0.0
444,50,135,5,4,0.0
445,50,135,5,5,0.0
446,50,135,5,6,0.0
447,50,135,5,7,0.0
448,50,135,5,8,0.0
449,50,135,5,9,0.0
450,50,135,5,10,0.0
451,50,135,6,0,0.0
452,50,135,6,1,0.0
453,50,135,6,2,0.0
454,50,135,6,3,0.0
455,50,135,6,4,0.0
456,50,135,6,5,0.0
457,50,135,6,6,0.0
458,50,135,6,7,0.0
459,50,135,6,8,0.0
460,50,135,6,9,0.0
461,50,135,6,10,0.0
462,50,135,7,0,0.0
463,50,135,7,1,0.0
464,50,135,7,2,0.0
465,50,135,7,3,0.0
466,50,135,7,4,0.0
467,50,135,7,5,0.0
468,50,135,7,6,0.0
469,50,135,7,7,0.0
470,50,135,7,8,0.0
471,50,135,7,9,0.0
472,50,135,7,10,0.0
473,50,135,8,0,0.0
474,50,135,8,1,0.0
475,50,135,8,2,0.0
476,50,135,8,3,0.0
477,50,135,8,4,0.0
478,50,135,8,5,0.0
479,50,135,8,6,0.0
480,50,135,8,7,0.0
481,50,135,8,8,0.0
482,50,135,8,9,0.0
483,50,135,8,10,0.0
484,50,136,5,0,0.0
485,50,136,5,1,0.0
486,50,136,5,2,0.0
487,50,136,5,3,0.0
488,50,136,5,4,0.0
489,50,136,5,5,0.0
490,50,136,5,6,0.0
491,50,136,5,7,0.0
492,50,136,5,8,0.0
493,50,136,5,9,0.0
494,50,136,5,10,0.0
495,50,136,6,0,0.0
496,50,136,6,1,0.0
497,50,136,6,2,0.0
498,50,136,6,3,0.0
499,50,136,6,4,0.0
500,50,136,6,5,0.0
501,50,136,6,6,0.0
502,50,136,6,7,0.0
503,50,136,6,8,0.0
504,50,136,6,9,0.0
505,50,136,6,10,0.0
506,50,136,7,0,0.0
507,50,136,7,1,0.0
508,50,136,7,2,0.0
509,50,136,7,3,0.0
510,50,136,7,4,0.0
511,50,136,7,5,0.0
512,50,136,7,6,0.0
513,50,136,7,7,0.0
514,50,136,7,8,0.0
515,50,136,7,9,0.0
516,50,136,7,10,0.0
517,50,136,8,0,0.0
518,50,136,8,1,0.0
519,50,136,8,2,0.0
520,50,136,8,3,0.0
521,50,136,8,4,0.0
522,50,136,8,5,0.0
523,50,136,8,6,0.0
524,50,136,8,7,0.0
525,50,136,8,8,0.0
526,50,136,8,9,0.0
527,50,136,8,10,0.0
528,50,137,5,0,0.0
529,50,137,5,1,0.0
530,50,137,5,2,0.0
531,50,137,5,3,0.0
532,50,137,5,4,0.0
533,50,137,5,5,0.0
534,50,137,5,6,0.0
535,50,137,5,7,0.0
536,50,137,5,8,0.0
537,50,137,5,9,0.0
538,50,137,5,10,0.0
539,50,137,6,0,0.0
540,50,137,6,1,0.0
541,50,137,6,2,0.0
542,50,137,6,3,0.0
543,50,137,6,4,0.0
544,50,137,6,5,0.0
545,50,137,6,6,0.0
546,50,137,6,7,0.0
547,50,137,6,8,0.0
548,50,137,6,9,0.0
549,50,137,6,10,0.0
550,50,137,7,0,0.0
551,50,137,7,1,0.0
552,50,137,7,2,0.0
553,50,137,7,3,0.0
554,50,137,7,4,0.0
555,50,137,7,5,0.0
556,50,137,7,6,0.0
557,50,137,7,7,0.0
558,50,137,7,8,0.0
559,50,137,7,9,0.0
560,50,137,7,10,0.0
561,50,137,8,0,0.0
562,50,137,8,1,0.0
563,50,137,8,2,0.0
564,50,137,8,3,0.0
565,50,137,8,4,0.0
566,50,137,8,5,0.0
567,50,137,8,6,0.0
568,50,137,8,7,0.0
569,50,137,8,8,0.0
570,50,137,8,9,0.0
571,50,137,8,10,0.0
572,50,138,5,0,0.0
573,50,138,5,1,0.0
574,50,138,5,2,0.0
575,50,138,5,3,0.0
576,50,138,5,4,0.0
577,50,138,5,5,0.0
578,50,138,5,6,0.0
579,50,138,5,7,0.0
580,50,138,5,8,0.0
581,50,138,5,9,0.0
582,50,138,5,10,0.0
583,50,138,6,0,0.0
584,50,138,6,1,0.0
585,50,138,6,2,0.0
586,50,138,6,3,0.0
587,50,138,6,4,0.0
588,50,138,6,5,0.0
589,50,138,6,6,0.0
590,50,138,6,7,0.0
591,50,138,6,8,0.0
592,50,138,6,9,0.0
593,50,138,6,10,0.0
594,50,138,7,0,0.0
595,50,138,7,1,0.0
596,50,138,7,2,0.0
597,50,138,7,3,0.0
598,50,138,7,4,0.0
599,50,138,7,5,0.0
600,50,138,7,6,0.0
601,50,138,7,7,0.0
602,50,138,7,8,0.0
603,50,138,7,9,0.0
604,50,138,7,10,0.0
605,50,138,8,0,0.0
606,50,138,8,1,0.0
607,50,138,8,2,0.0
608,50,138,8,3,0.0
609,50,138,8,4,0.0
610,50,138,8,5,0.0
611,50,138,8,6,0.0
612,50,138,8,7,0.0
613,50,138,8,8,0.0
614,50,138,8,9,0.0
615,50,138,8,10,0.0
616,50,139,5,0,0.0
617,50,139,5,1,0.0
618,50,139,5,2,0.0
619,50,139,5,3,0.0
620,50,139,5,4,0.0
621,50,139,5,5,0.0
622,50,139,5,6,0.0
623,50,139,5,7,0.0
624,50,139,5,8,0.0
625,50,139,5,9,0.0
626,50,139,5,10,0.0
627,50,139,6,0,0.0
628,50,139,6,1,0.0
629,50,139,6,2,0.0
630,50,139,6,3,0.0
631,50,139,6,4,0.0
632,50,139,6,5,0.0
633,50,139,6,6,0.0
634,50,139,6,7,0.0
635,50,139,6,8,0.0
636,50,139,6,9,0.0
637,50,139,6,10,0.0
638,50,139,7,0,0.0
639,50,139,7,1,0.0
640,50,139,7,2,0.0
641,50,139,7,3,0.0
642,50,139,7,4,0.0
643,50,139,7,5,0.0
644,50,139,7,6,0.0
645,50,139,7,7,0.0
646,50,139,7,8,0.0
647,50,139,7,9,0.0
648,50,139,7,10,0.0
649,50,139,8,0,0.0
650,50,139,8,1,0.0
651,50,139,8,2,0.0
652,50,139,8,3,0.0
653,50,139,8,4,0.0
654,50,139,8,5,0.0
655,50,139,8,6,0.0
656,50,139,8,7,0.0
657,50,139,8,8,0.0
658,50,139,8,9,0.0
659,50,139,8,10,0.0
660,50,140,5,0,0.0
661,50,140,5,1,0.0
662,50,140,5,2,0.0
663,50,140,5,3,0.0
664,50,140,5,4,0.0
665,50,140,5,5,0.0
666,50,140,5,6,0.0
667,50,140,5,7,0.0
668,50,140,5,8,0.0
669,50,140,5,9,0.0
670,50,140,5,10,0.0
671,50,140,6,0,0.0
672,50,140,6,1,0.0
673,50,140,6,2,0.0
674,50,140,6,3,0.0
675,50,140,6,4,0.0
676,50,140,6,5,0.0
677,50,140,6,6,0.0
678,50,140,6,7,0.0
679,50,140,6,8,0.0
680,50,140,6,9,0.0
681,50,140,6,10,0.0
682,50,140,7,0,0.0
683,50,140,7,1,0.0
684,50,140,7,2,0.0
685,50,140,7,3,0.0
686,50,140,7,4,0.0
687,50,140,7,5,0.0
688,50,140,7,6,0.0
689,50,140,7,7,0.0
690,50,140,7,8,0.0
691,50,140,7,9,0.0
692,50,140,7,10,0.0
693,50,140,8,0,0.0
694,50,140,8,1,0.0
695,50,140,8,2,0.0
696,50,140,8,3,0.0
697,50,140,8,4,0.0
698,50,140,8,5,0.0
699,50,140,8,6,0.0
700,50,140,8,7,0.0
701,50,140,8,8,0.0
702,50,140,8,9,0.0
703,50,140,8,10,0.0
704,50,141,5,0,0.0
705,50,141,5,1,0.0
706,50,141,5,2,0.0
707,50,141,5,3,0.0
708,50,141,5,4,0.0
709,50,141,5,5,0.0
710,50,141,5,6,0.0
711,50,141,5,7,0.0
712,50,141,5,8,0.0
713,50,141,5,9,0.0
714,50,141,5,10,0.0
715,50,141,6,0,0.0
716,50,141,6,1,0.0
717,50,141,6,2,0.0
718,50,141,6,3,0.0
719,50,141,6,4,0.0
720,50,141,6,5,0.0
721,50,141,6,6,0.0
722,50,141,6,7,0.0
723,50,141,6,8,0.0
724,50,141,6,9,0.0
725,50,141,6,10,0.0
726,50,141,7,0,0.0
727,50,141,7,1,0.0
728,50,141,7,2,0.0
729,50,141,7,3,0.0
730,50,141,7,4,0.0
731,50,141,7,5,0.0
732,50,141,7,6,0.0
733,50,141,7,7,0.0
734,50,141,7,8,0.0
735,50,141,7,9,0.0
736,50,141,7,10,0.0
737,50,141,8,0,0.0
738,50,141,8,1,0.0
739,50,141,8,2,0.0
740,50,141,8,3,0.0
741,50,141,8,4,0.0
742,50,141,8,5,0.0
743,50,141,8,6,0.0
744,50,141,8,7,0.0
745,50,141,8,8,0.0
746,50,141,8,9,0.0
747,50,141,8,10,0.0
748,50,142,5,0,0.0
749,50,142,5,1,0.0
750,50,142,5,2,0.0
751,50,142,5,3,0.0
752,50,142,5,4,0.0
753,50,142,5,5,0.0
754,50,142,5,6,0.0
755,50,142,5,7,0.0
756,50,142,5,8,0.0
757,50,142,5,9,0.0
758,50,142,5,10,0.0
759,50,142,6,0,0.0
760,50,142,6,1,0.0
761,50,142,6,2,0.0
762,50,142,6,3,0.0
763,50,142,6,4,0.0
764,50,142,6,5,0.0
765,50,142,6,6,0.0
766,50,142,6,7,0.0
767,50,142,6,8,0.0
768,50,142,6,9,0.0
769,50,142,6,10,0.0
770,50,142,7,0,0.0
771,50,142,7,1,0.0
772,50,142,7,2,0.0
773,50,142,7,3,0.0
774,50,142,7,4,0.0
775,50,142,7,5,0.0
776,50,142,7,6,0.0
777,50,142,7,7,0.0
778,50,142,7,8,0.0
779,50,142,7,9,0.0
780,50,142,7,10,0.0
781,50,142,8,0,0.0
782,50,142,8,1,0.0
783,50,142,8,2,0.0
784,50,142,8,3,0.0
785,50,142,8,4,0.0
786,50,142,8,5,0.0
787,50,142,8,6,0.0
788,50,142,8,7,0.0
789,50,142,8,8,0.0
790,50,142,8,9,0.0
791,50,142,8,10,0.0
792,50,143,5,0,0.0
793,50,143,5,1,0.0
794,50,143,5,2,0.0
795,50,143,5,3,0.0
796,50,143,5,4,0.0
797,50,143,5,5,0.0
798,50,143,5,6,0.0
799,50,143,5,7,0.0
800,50,143,5,8,0.0
801,50,143,5,9,0.0
802,50,143,5,10,0.0
803,50,143,6,0,0.0
804,50,143,6,1,0.0
805,50,143,6,2,0.0
806,50,143,6,3,0.0
807,50,143,6,4,0.0
808,50,143,6,5,0.0
809,50,143,6,6,0.0
810,50,143,6,7,0.0
811,50,143,6,8,0.0
812,50,143,6,9,0.0
813,50,143,6,10,0.0
814,50,143,7,0,0.0
815,50,143,7,1,0.0
816,50,143,7,2,0.0
817,50,143,7,3,0.0
818,50,143,7,4,0.0
819,50,143,7,5,0.0
820,50,143,7,6,0.0
821,50,143,7,7,0.0
822,50,143,7,8,0.0
823,50,143,7,9,0.0
824,50,143,7,10,0.0
825,50,143,8,0,0.0
826,50,143,8,1,0.0
827,50,143,8,2,0.0
828,50,143,8,3,0.0
829,50,143,8,4,0.0
830,50,143,8,5,0.0
831,50,143,8,6,0.0
832,50,143,8,7,0.0
833,50,143,8,8,0.0
834,50,143,8,9,0.0
835,50,143,8,10,0.0
836,50,144,5,0,0.0
837,50,144,5,1,0.0
838,50,144,5,2,0.0
839,50,144,5,3,0.0
840,50,144,5,4,0.0
841,50,144,5,5,0.0
842,50,144,5,6,0.0
843,50,144,5,7,0.0
844,50,144,5,8,0.0
845,50,144,5,9,0.0
846,50,144,5,10,0.0
847,50,144,6,0,0.0
848,50,144,6,1,0.0
849,50,144,6,2,0.0
850,50,144,6,3,0.0
851,50,144,6,4,0.0
852,50,144,6,5,0.0
853,50,144,6,6,0.0
854,50,144,6,7,0.0
855,50,144,6,8,0.0
856,50,144,6,9,0.0
857,50,144,6,10,0.0
858,50,144,7,0,0.0
859,50,144,7,1,0.0
860,50,144,7,2,0.0
861,50,144,7,3,0.0
862,50,144,7,4,0.0
863,50,144,7,5,0.0
864,50,144,7,6,0.0
865,50,144,7,7,0.0
866,50,144,7,8,0.0
867,50,144,7,9,0.0
868,50,144,7,10,0.0
869,50,144,8,0,0.0
870,50,144,8,1,0.0
871,50,144,8,2,0.0
872,50,144,8,3,0.0
873,50,144,8,4,0.0
874,50,144,8,5,0.0
875,50,144,8,6,0.0
876,50,144,8,7,0.0
877,50,144,8,8,0.0
878,50,144,8,9,0.0
879,50,144,8,10,0.0
880,50,145,5,0,0.0
881,50,145,5,1,0.0
882,50,145,5,2,0.0
883,50,145,5,3,0.0
884,50,145,5,4,0.0
885,50,145,5,5,0.0
886,50,145,5,6,0.0
887,50,145,5,7,0.0
888,50,145,5,8,0.0
889,50,145,5,9,0.0
890,50,145,5,10,0.0
891,50,145,6,0,0.0
892,50,145,6,1,0.0
893,50,145,6,2,0.0
894,50,145,6,3,0.0
895,50,145,6,4,0.0
896,50,145,6,5,0.0
897,50,145,6,6,0.0
898,50,145,6,7,0.0
899,50,145,6,8,0.0
900,50,145,6,9,0.0
901,50,145,6,10,0.0
902,50,145,7,0,0.0
903,50,145,7,1,0.0
904,50,145,7,2,0.0
905,50,145,7,3,0.0
906,50,145,7,4,0.0
907,50,145,7,5,0.0
908,50,145,7,6,0.0
909,50,145,7,7,0.0
910,50,145,7,8,0.0
911,50,145,7,9,0.0
912,50,145,7,10,0.0
913,50,145,8,0,0.0
914,50,145,8,1,0.0
915,50,145,8,2,0.0
916,50,145,8,3,0.0
917,50,145,8,4,0.0
918,50,145,8,5,0.0
919,50,145,8,6,0.0
920,50,145,8,7,0.0
921,50,145,8,8,0.0
922,50,145,8,9,0.0
923,50,145,8,10,0.0
924,50,146,5,0,0.0
925,50,146,5,1,0.0
926,50,146,5,2,0.0
927,50,146,5,3,0.0
928,50,146,5,4,0.0
929,50,146,5,5,0.0
930,50,146,5,6,0.0
931,50,146,5,7,0.0
932,50,146,5,8,0.0
933,50,146,5,9,0.0
934,50,146,5,10,0.0
935,50,146,6,0,0.0
936,50,146,6,1,0.0
937,50,146,6,2,0.0
938,50,146,6,3,0.0
939,50,146,6,4,0.0
940,50,146,6,5,0.0
941,50,146,6,6,0.0
942,50,146,6,7,0.0
943,50,146,6,8,0.0
944,50,146,6,9,0.0
945,50,146,6,10,0.0
946,50,146,7,0,0.0
947,50,146,7,1,0.0
948,50,146,7,2,0.0
949,50,146,7,3,0.0
950,50,146,7,4,0.0
951,50,146,7,5,0.0
952,50,146,7,6,0.0
953,50,146,7,7,0.0
954,50,146,7,8,0.0
955,50,146,7,9,0.0
956,50,146,7,10,0.0
957,50,146,8,0,0.0
958,50,146,8,1,0.0
959,50,146,8,2,0.0
960,50,146,8,3,0.0
961,50,146,8,4,0.0
962,50,146,8,5,0.0
963,50,146,8,6,0.0
964,50,146,8,7,0.0
965,50,146,8,8,0.0
966,50,146,8,9,0.0
967,50,146,8,10,0.0
968,50,147,5,0,0.0
969,50,147,5,1,0.0
970,50,147,5,2,0.0
971,50,147,5,3,0.0
972,50,147,5,4,0.0
973,50,147,5,5,0.0
974,50,147,5,6,0.0
975,50,147,5,7,0.0
976,50,147,5,8,0.0
977,50,147,5,9,0.0
978,50,147,5,10,0.0
979,50,147,6,0,0.0
980,50,147,6,1,0.0
981,50,147,6,2,0.0
982,50,147,6,3,0.0
983,50,147,6,4,0.0
984,50,147,6,5,0.0
985,50,147,6,6,0.0
986,50,147,6,7,0.0
987,50,147,6,8,0.0
988,50,147,6,9,0.0
989,50,147,6,10,0.0
990,50,147,7,0,0.0
991,50,147,7,1,0.0
992,50,147,7,2,0.0
993,50,147,7,3,0.0
994,50,147,7,4,0.0
995,50,147,7,5,0.0
